Zone,Temp_in,Salinity,mean_vals
Diffuse,26.53508651,34.59098291,379.23350877416664
Diffuse,26.55823033,33.9664793,390.0936683455
Diffuse,26.57201624,34.10539694,392.71571910116666
Diffuse,26.5916292,34.5450942,379.58753210616663
Diffuse,26.60597928,32.41032009,380.1859509323333
Diffuse,26.75952595,34.10122524,388.33198234416665
Diffuse,26.78995211,34.49746321,375.8304846133333
Diffuse,26.79420944,32.83761706,399.37340242100004
Diffuse,26.90438398,33.75497407,385.63162151933335
Diffuse,26.97355833,34.5225142,377.6301692115
Diffuse,27.0354885,32.82426762,386.71264313216665
Diffuse,27.05741591,34.63979181,375.6483895801667
Diffuse,27.06774146,33.63107456,394.3759257551667
Diffuse,27.13163491,33.95187835,382.8790207796667
Diffuse,27.16259166,34.50317659,374.18400680233333
Diffuse,27.22778133,33.47171559,391.9624696406667
Diffuse,27.27202689,34.53789639,371.9354709383333
Diffuse,27.31654507,34.63728879,375.4208691926667
Diffuse,27.3170607,34.52910657,369.964375404
Diffuse,27.32303057,34.61851614,375.6389835365
Diffuse,27.42211556,34.51592183,373.39694768566665
Diffuse,27.42398694,34.6260252,377.95536653233336
Diffuse,27.48360478,34.54668621,374.33481380616666
Diffuse,27.48468849,34.54317028,373.9300522925
Diffuse,27.53207537,34.58514253,375.8267483145
Diffuse,27.55117867,33.64484117,383.60209263650006
Diffuse,27.65231627,34.53965435,375.079809612
Diffuse,27.79777626,34.61058991,376.2857382816667
Diffuse,27.8310537,34.55135175,379.0170068333333
Diffuse,27.89482354,34.46458038,376.09181478933334
Diffuse,27.89644282,34.64521502,385.02531744749996
Diffuse,27.96183195,34.61559595,375.79040972333337
Diffuse,28.01096694,34.58347385,379.37949311166665
Diffuse,28.13003202,34.63728879,375.485370026
Offshore,24.12984958,34.58448244,380.25894595433334
Offshore,24.12984958,34.61041242,378.00945938933336
Offshore,24.43115441,34.59459074,384.1778343273333
Offshore,24.43115441,34.60953343,380.7302413858333
Offshore,24.60358254,34.61348885,381.80834556800005
Offshore,24.60358254,34.62139969,381.40913993233335
Transition,23.56789117,33.76206596,390.42324990316666
Transition,23.57837763,33.64150381,383.1786701491667
Transition,23.80016594,34.11123732,376.9582787095
Transition,23.82150235,33.88137661,388.3003350816666
Transition,23.88018281,33.89514322,393.0599434695
Transition,23.99281824,31.16685089,418.82193752166665
Transition,24.02649761,33.23851751,393.33925801183335
Transition,24.1146881,33.41039158,390.2008587305
Transition,24.13040372,31.87562286,415.4399849403334
Transition,24.26588674,29.3304682,408.73521445666665
Transition,24.35549788,29.00382403,418.9415626383333
Transition,24.36430308,29.98459089,429.294282275
Transition,24.61367267,32.68159545,398.15713721199995
Transition,24.61572552,32.73165586,389.9127897951667
Transition,24.84828896,32.37497545,383.64385999449996
Transition,25.95308568,34.02905481,369.154701866
Transition,25.97532077,34.61017274,383.10930501449997
Transition,26.09657093,34.02488311,374.9290269425
Transition,26.12886004,34.59890914,382.49166499266664
Transition,26.14964391,33.71659442,387.6108978556667
Transition,26.18770102,34.56929007,376.97826869716664
Transition,26.23589757,34.61976765,380.38165190166666
Transition,26.29858645,34.6343686,380.4282576153334
Transition,26.34236521,34.34735558,385.595696503
Transition,26.43988305,34.11499185,378.2693260588333
Transition,26.48220751,32.89602088,397.376417518
Transition,26.59350312,34.2593327,373.55994651516664
Transition,26.60019207,33.1354765,395.00827536566663
Transition,26.66101029,33.99359536,384.0724130155
Transition,26.69573782,33.84424847,387.11616995083335
Transition,26.76143858,32.86348161,399.55476564733334
Transition,26.86921055,33.41498046,394.8867962465
Transition,26.93809503,34.44831074,379.0134225205
Transition,27.00614145,33.73870444,384.9301817506667
Transition,27.23597384,33.10043422,393.8881086075
Transition,27.80863216,34.58430819,377.607137463
Transition,27.86263556,34.46916925,377.8062929718334
Transition,27.93680125,34.61142425,377.6052652996667
Transition,28.34277982,34.59849197,374.15837477
Transition,28.80420676,34.56845573,376.6925384533334
